Aug 22 09:00:00,35
Aug 22 09:01:00,39
Aug 22 09:02:00,31
Aug 22 09:03:00,58
Aug 22 09:04:00,48
Aug 22 09:05:00,98
Aug 22 09:06:00,79
Aug 22 09:07:00,60
Aug 22 09:08:00,45
Aug 22 09:09:00,31
Aug 22 09:10:00,39
Aug 22 09:11:00,34
Aug 22 09:12:00,24
Aug 22 09:13:00,24
Aug 22 09:14:00,30
Aug 22 09:15:00,32
Aug 22 09:16:00,37
Aug 22 09:17:00,33
Aug 22 09:18:00,23
Aug 22 09:19:00,34
Aug 22 09:20:00,33
Aug 22 09:21:00,22
Aug 22 09:22:00,42
Aug 22 09:23:00,33
Aug 22 09:24:00,29
Aug 22 09:25:00,34
Aug 22 09:26:00,33
Aug 22 09:27:00,41
Aug 22 09:28:00,44
Aug 22 09:29:00,47
Aug 22 09:30:00,64
Aug 22 09:31:00,92
Aug 22 09:32:00,69
Aug 22 09:33:00,67
Aug 22 09:34:00,87
Aug 22 09:35:00,79
Aug 22 09:36:00,70
Aug 22 09:37:00,90
Aug 22 09:38:00,68
Aug 22 09:39:00,39
Aug 22 09:40:00,65
Aug 22 09:41:00,52
Aug 22 09:42:00,46
Aug 22 09:43:00,33
Aug 22 09:44:00,28
Aug 22 09:45:00,49
Aug 22 09:46:00,70
Aug 22 09:47:00,45
Aug 22 09:48:00,68
Aug 22 09:49:00,55
Aug 22 09:50:00,72
Aug 22 09:51:00,74
Aug 22 09:52:00,74
Aug 22 09:53:00,54
Aug 22 09:54:00,57
Aug 22 09:55:00,65
Aug 22 09:56:00,41
Aug 22 09:57:00,65
Aug 22 09:58:00,72
Aug 22 09:59:00,59
Aug 22 10:00:00,66
Aug 22 10:01:00,74
Aug 22 10:02:00,68
Aug 22 10:03:00,32
Aug 22 10:04:00,43
Aug 22 10:05:00,29
Aug 22 10:06:00,26
Aug 22 10:07:00,28
Aug 22 10:08:00,30
Aug 22 10:09:00,54
Aug 22 10:10:00,34
Aug 22 10:11:00,32
Aug 22 10:12:00,25
Aug 22 10:13:00,27
Aug 22 10:14:00,34
Aug 22 10:15:00,132
Aug 22 10:16:00,38
Aug 22 10:17:00,55
Aug 22 10:18:00,49
Aug 22 10:19:00,63
Aug 22 10:20:00,37
Aug 22 10:21:00,50
Aug 22 10:22:00,26
Aug 22 10:23:00,24
Aug 22 10:24:00,59
Aug 22 10:25:00,52
Aug 22 10:26:00,28
Aug 22 10:27:00,21
Aug 22 10:28:00,29
Aug 22 10:29:00,31
Aug 22 10:30:00,29
Aug 22 10:31:00,36
Aug 22 10:32:00,37
Aug 22 10:33:00,38
Aug 22 10:34:00,35
Aug 22 10:35:00,43
Aug 22 10:36:00,30
Aug 22 10:37:00,32
Aug 22 10:38:00,37
Aug 22 10:39:00,34
Aug 22 10:40:00,40
Aug 22 10:41:00,37
Aug 22 10:42:00,35
Aug 22 10:43:00,70
Aug 22 10:44:00,48
Aug 22 10:45:00,31
Aug 22 10:46:00,41
Aug 22 10:47:00,34
Aug 22 10:48:00,34
Aug 22 10:49:00,22
Aug 22 10:50:00,30
Aug 22 10:51:00,54
Aug 22 10:52:00,51
Aug 22 10:53:00,123
Aug 22 10:54:00,63
